,동,22시승차총승객수,22시하차총승객수,23시승차총승객수,23시하차총승객수
681,[' 이촌1동'],80,485,29,229
682,[' 이촌1동'],512,568,186,324
683,[' 이촌1동'],231,687,108,350
684,[' 이촌1동'],929,872,567,339
685,[' 이촌1동'],532,636,311,424
686,[' 이촌1동'],1054,1347,624,613
687,[' 이촌1동'],1054,1347,624,613
688,[' 이촌1동'],647,679,275,257
689,[' 이촌1동'],301,742,201,435
690,[' 이촌1동'],299,679,129,332
691,[' 이촌1동'],417,313,153,190
692,[' 서빙고동'],1901,800,371,508
693,[' 서빙고동'],1901,800,371,508
694,[' 청파동'],330,668,190,355
695,[' 청파동'],919,1037,431,523
696,[' 청파동'],919,1037,431,523
697,[' 청파동'],160,709,73,438
698,[' 청파동'],160,709,73,438
699,[' 청파동'],120,649,60,417
700,[' 효창동'],238,1279,81,727
701,[' 효창동'],238,1279,81,727
702,[' 효창동'],41,517,12,240
703,[' 효창동'],56,428,38,176
704,[' 효창동'],100,356,66,177
705,[' 효창동'],165,439,89,215
706,[' 효창동'],339,263,93,104
707,[' 용문동'],197,244,27,29
708,[' 용문동'],199,758,57,431
709,[' 용문동'],199,758,57,431
710,[' 용문동'],137,425,62,206
711,[' 용문동'],137,425,62,206
712,[' 용문동'],1002,731,391,367
713,[' 원효로1동'],1002,731,391,367
714,[' 원효로1동'],448,373,227,181
715,[' 원효로1동'],448,373,227,181
716,[' 한강로동'],4442,874,2564,318
717,[' 한강로동'],4442,874,2564,318
718,[' 한강로동'],417,401,258,204
719,[' 한강로동'],417,401,258,204
720,[' 한강로동'],1466,600,609,176
721,[' 한강로동'],412,309,243,180
722,[' 한강로동'],412,309,243,180
723,[' 한강로동'],269,304,84,180
724,[' 한강로동'],269,304,84,180
725,[' 한강로동'],633,378,457,169
726,[' 이촌1동'],633,378,457,169
727,[' 한강로동'],151,213,59,95
728,[' 서빙고동'],151,213,59,95
729,[' 서빙고동'],240,176,149,101
730,[' 서빙고동'],42,182,20,81
731,[' 서빙고동'],42,182,20,81
732,[' 서빙고동'],26,59,9,14
733,[' 서빙고동'],263,555,147,271
734,[' 서빙고동'],192,176,59,139
735,"['동빙고동', ' 서빙고동']",435,1313,245,770
736,[' 서빙고동'],435,1313,245,770
737,[' 보광동'],257,734,155,684
738,[' 보광동'],880,1956,421,519
739,[' 보광동'],708,916,281,735
740,[' 보광동'],708,916,281,735
741,[' 보광동'],1296,3346,574,1633
742,[' 보광동'],1296,3346,574,1633
743,[' 보광동'],668,3146,263,1567
744,[' 이태원1동'],668,3146,263,1567
745,[' 이태원1동'],3648,2951,2523,1329
746,[' 이태원1동'],3648,2951,2523,1329
747,[' 한남동'],1795,1241,1093,657
748,[' 한남동'],1795,1241,1093,657
749,[' 이촌2동'],35,226,28,159
750,[' 한강로동'],223,633,176,333
751,[' 이촌2동'],223,633,176,333
752,[' 한강로동'],265,856,113,562
753,[' 이촌2동'],265,856,113,562
754,[' 한강로동'],291,1137,135,768
755,[' 이촌2동'],291,1137,135,768
756,[' 이촌2동'],145,1103,85,686
757,[' 이촌2동'],244,328,142,152
758,[' 원효로1동'],0,191,3,107
759,[' 원효로1동'],282,1707,171,664
760,[' 원효로1동'],282,1707,171,664
761,[' 원효로1동'],496,1461,262,717
762,[' 원효로1동'],496,1461,262,717
763,[' 원효로1동'],475,1065,259,627
764,[' 원효로1동'],475,1065,259,627
765,[' 원효로1동'],37,79,9,5
766,[' 원효로1동'],129,597,31,484
767,[' 원효로1동'],99,374,62,241
768,"['산천동', ' 원효로1동']",25,434,10,227
769,"['산천동', ' 원효로1동']",25,434,10,227
770,[' 원효로1동'],71,689,32,435
771,[' 원효로1동'],71,689,32,435
772,[' 용문동'],33,303,15,205
773,[' 용문동'],33,303,15,205
774,[' 한남동'],1843,1062,820,496
775,[' 한남동'],1843,1062,820,496
776,[' Huam-dong'],3324,424,208,44
777,[' 필동'],3324,424,208,44
778,[' 원효로1동'],55,2,21,0
779,[' 원효로1동'],0,117,0,72
780,[' 서빙고동'],17,21,4,19
781,[' 한남동'],186,595,48,271
782,[' 원효로1동'],121,412,100,184
783,[' 원효로1동'],121,412,100,184
784,[' 남영동'],367,456,242,296
785,[' 한강로동'],108,2051,41,355
786,[' 청파동'],295,61,248,44
787,[' 청파동'],216,104,219,53
788,[' 이촌2동'],54,159,25,68
789,[' 이촌2동'],54,159,25,68
790,[' 이촌2동'],4235,1725,1686,899
791,[' 이촌1동'],4235,1725,1686,899
792,[' 이태원2동'],122,614,62,371
793,[' 이태원2동'],122,614,62,371
794,[' 청파동'],40,174,6,140
795,[' 청파동'],48,51,0,0
796,[' 원효로1동'],1155,832,583,317
797,[' Huam-dong'],112,536,12,83
798,[' Huam-dong'],112,536,12,83
799,[' 용산2가동'],1521,2782,377,1638
800,[' 용산2가동'],1521,2782,377,1638
801,[' 금호2·3가동'],1521,2782,377,1638
802,[' 금호2·3가동'],1521,2782,377,1638
803,[' 노량진1동'],1521,2782,377,1638
804,[' 한남동'],232,53,0,1
805,[' 용산2가동'],429,193,164,87
806,[' 용산2가동'],429,193,164,87
807,[' 한남동'],300,5,0,0
808,[' 이태원2동'],196,243,42,137
809,[' 이태원2동'],196,243,42,137
810,[' 용산2가동'],236,179,89,102
811,[' 용산2가동'],236,179,89,102
812,[' 이태원2동'],307,695,117,410
813,[' 이태원2동'],307,695,117,410
814,[' 용산2가동'],479,456,178,210
815,[' 용산2가동'],479,456,178,210
816,[' 용문동'],16,101,5,76
817,[' 용문동'],16,101,5,76
818,[' 이태원2동'],135,339,50,218
819,[' 이태원2동'],135,339,50,218
820,[' 용산2가동'],276,584,102,198
821,[' 용산2가동'],276,584,102,198
822,[' 효창동'],12,322,5,202
823,[' 이태원2동'],352,41,79,4
824,[' 용산2가동'],1671,2568,478,1258
825,[' 용산2가동'],1671,2568,478,1258
826,[' 효창동'],29,485,14,336
827,[' 용산2가동'],393,615,162,347
828,[' 용산2가동'],393,615,162,347
829,[' 서빙고동'],81,207,22,34
830,[' 인헌동'],81,207,22,34
831,[' 효창동'],41,157,3,111
832,[' 용산2가동'],130,453,60,281
833,[' 용산2가동'],130,453,60,281
834,[' 서빙고동'],32,19,0,0
835,[' 이태원1동'],147,17,0,0
836,[' Huam-dong'],188,123,26,51
837,[' 이태원1동'],28,27,0,0
838,[' 남영동'],25,400,20,131
839,[' 이태원1동'],23,86,0,0
840,[' 사당2동'],0,0,0,0
841,[' 남영동'],396,1305,122,461
842,[' 보광동'],230,77,0,0
843,[' 용문동'],57,85,19,35
844,[' 화곡4동'],57,85,19,35
845,[' 원효로1동'],20,46,8,23
846,[' 보광동'],11,28,0,0
847,[' 용문동'],333,51,148,35
848,[' 보광동'],5,91,0,0
849,[' 용문동'],81,5,32,10
850,[' 원효로1동'],223,406,43,133
851,[' 원효로1동'],223,406,43,133
852,[' 보광동'],0,106,0,0
853,[' 이촌1동'],0,0,0,0
854,[' 흑석동'],0,0,0,0
855,[' 흑석동'],0,0,0,0
856,[' 보광동'],140,1432,45,604
857,[' 방학동'],140,1432,45,604
858,[' 한남동'],6,92,0,0
859,[' 한남동'],12,66,0,0
860,[' 한강로동'],410,44,206,33
861,[' 남영동'],1906,148,901,83
862,[' 한남동'],4,45,0,0
863,[' 이태원1동'],1,9,0,0
864,[' 서빙고동'],0,0,0,0
865,[' 반포동'],0,0,0,0
866,[' 반포2동'],0,0,0,0
867,[' 남영동'],116,414,46,171
868,[' 이태원1동'],22,51,0,0
869,[' 용산2가동'],703,729,246,409
870,[' Huam-dong'],140,179,70,122
871,[' 한남동'],1,15,0,0
872,[' 이태원2동'],83,198,41,115
873,[' 용산2가동'],137,295,58,164
874,[' 남영동'],251,97,167,48
875,[' 원효로1동'],47,2,25,2
876,[' 청파동'],363,703,36,214
877,[' 청파동'],363,703,36,214
878,[' 청파동'],153,632,14,63
879,[' 효창동'],100,2051,27,737
880,[' 효창동'],100,2051,27,737
881,[' 원효로1동'],16,428,10,341
882,[' 원효로1동'],16,428,10,341
883,[' 청파동'],26,406,5,187
884,[' 용문동'],41,1098,30,791
885,[' 이태원2동'],166,399,35,131
886,[' 이태원2동'],166,399,35,131
887,[' 방배4동'],166,399,35,131
888,[' 방배4동'],166,399,35,131
889,[' 용답동'],5859,4397,3618,2877
890,[' 용답동'],5859,4397,3618,2877
891,[' 답십리1동'],5859,4397,3618,2877
892,[' 용답동'],1035,1624,619,1037
893,[' 용답동'],12577,6953,8096,4002
894,[' 장안1동'],12577,6953,8096,4002
895,[' 장안1동'],12577,6953,8096,4002
896,[' 장안1동'],12577,6953,8096,4002
897,[' 왕십리2동'],5447,3531,3352,1792
898,[' 왕십리도선동'],5447,3531,3352,1792
899,[' 왕십리도선동'],5447,3531,3352,1792
900,[' 왕십리도선동'],5447,3531,3352,1792
901,[' 왕십리도선동'],557,1234,252,558
902,[' 황학동'],471,910,321,472
903,[' 왕십리도선동'],124,417,74,287
904,[' 왕십리도선동'],613,1227,271,836
905,[' 왕십리도선동'],613,1227,271,836
906,[' 왕십리도선동'],384,410,112,273
907,[' 왕십리도선동'],384,410,112,273
908,[' 왕십리도선동'],384,410,112,273
909,[' 왕십리도선동'],1594,761,879,448
910,[' 왕십리도선동'],885,1266,713,550
911,[' 왕십리도선동'],7031,2683,5086,1779
912,[' 행당1동'],7031,2683,5086,1779
913,[' 왕십리도선동'],7031,2683,5086,1779
914,[' 왕십리도선동'],492,541,189,211
915,[' 마장동'],382,416,134,220
916,[' 마장동'],382,416,134,220
917,[' 마장동'],995,603,470,287
918,[' 마장동'],995,603,470,287
919,[' 마장동'],995,603,470,287
920,[' 마장동'],995,603,470,287
921,[' 마장동'],130,106,38,22
922,[' 마장동'],1971,2252,888,1231
923,[' 마장동'],1971,2252,888,1231
924,[' 마장동'],1052,1666,517,918
925,[' 마장동'],1052,1666,517,918
926,[' 사근동'],221,403,86,142
927,[' 마장동'],221,403,86,142
928,[' 사근동'],2150,337,1264,128
929,[' 사근동'],2150,337,1264,128
930,[' 사근동'],775,364,455,145
931,[' 사근동'],578,119,451,54
932,[' 사근동'],1464,393,1418,229
933,[' 사근동'],1300,899,709,411
934,[' 행당1동'],1789,1668,669,896
935,[' 행당2동'],3379,2334,1819,1226
936,[' 행당1동'],3379,2334,1819,1226
937,[' 행당2동'],3379,2334,1819,1226
938,[' 행당1동'],3379,2334,1819,1226
939,[' 행당1동'],2352,1627,1532,1127
940,[' 행당1동'],2352,1627,1532,1127
941,[' 행당1동'],2352,1627,1532,1127
942,[' 행당1동'],714,273,426,227
943,[' 행당1동'],462,519,372,316
944,[' 응봉동'],278,1751,171,1096
945,[' 응봉동'],278,1751,171,1096
946,[' 행당1동'],1442,3450,822,1817
947,[' 행당2동'],1442,3450,822,1817
948,[' 응봉동'],812,3020,566,1657
949,[' 응봉동'],812,3020,566,1657
950,[' 응봉동'],812,3020,566,1657
951,[' 응봉동'],812,3020,566,1657
952,[' 금호2·3가동'],41,285,62,173
953,[' 금호1가동'],1459,2148,574,1078
954,[' 금호2·3가동'],1459,2148,574,1078
955,[' 금호1가동'],1459,2148,574,1078
956,[' 금호2·3가동'],1459,2148,574,1078
957,[' 금호2·3가동'],1459,2148,574,1078
958,[' 금호1가동'],122,167,105,107
959,[' 금호1가동'],122,167,105,107
960,[' 금호2·3가동'],98,177,59,71
961,[' 금호1가동'],366,596,158,347
962,[' 금호2·3가동'],203,482,133,214
963,[' 금호1가동'],903,980,322,611
964,[' 금호2·3가동'],903,980,322,611
965,[' 금호2·3가동'],903,980,322,611
966,[' 금호2·3가동'],903,980,322,611
967,[' 금호2·3가동'],2208,2284,1337,1292
968,[' 금호2·3가동'],2208,2284,1337,1292
969,[' 금호2·3가동'],2208,2284,1337,1292
970,[' 금호4가동'],2136,3327,1109,1443
971,[' 금호2·3가동'],2136,3327,1109,1443
972,[' 금호2·3가동'],2136,3327,1109,1443
973,['금호2·3가동'],2136,3327,1109,1443
974,[' 금호4가동'],552,1823,354,1019
975,[' 금호4가동'],552,1823,354,1019
976,[' 금호4가동'],1195,1614,503,939
977,[' 옥수동'],1262,1451,796,838
978,[' 옥수동'],1262,1451,796,838
979,[' 옥수동'],81,248,67,228
980,[' 옥수동'],58,321,28,254
981,[' 옥수동'],58,321,28,254
982,[' 옥수동'],68,208,35,131
983,[' 옥수동'],68,208,35,131
984,[' 옥수동'],51,350,47,244
985,[' 옥수동'],693,1748,414,942
986,[' 옥수동'],693,1748,414,942
987,[' 성수1가1동'],75,819,68,649
988,[' 성수1가1동'],170,95,68,33
989,[' 성수1가1동'],390,817,177,581
990,"['104동', ' 성수1가1동']",390,817,177,581
991,[' 성수1가1동'],264,459,77,224
992,[' 성수1가1동'],264,459,77,224
993,[' 성수1가1동'],2517,525,1154,219
994,[' 성수1가1동'],2517,525,1154,219
995,[' 성수1가1동'],2152,708,764,378
996,[' 성수1가1동'],2152,708,764,378
997,[' 성수1가1동'],2152,708,764,378
998,[' 성수2가1동'],359,510,106,276
999,[' 성수2가1동'],359,510,106,276
1000,[' 성수1가1동'],103,105,9,30
1001,[' 성수1가1동'],103,105,9,30
1002,[' 성수1가1동'],953,536,349,216
1003,[' 성수1가1동'],953,536,349,216
1004,[' 성수1가1동'],603,486,312,265
1005,[' 성수1가1동'],603,486,312,265
1006,[' 성수2가1동'],3003,5340,1807,2800
1007,[' 자양4동'],3003,5340,1807,2800
1008,[' 성수2가1동'],542,888,308,471
1009,[' 성수2가1동'],542,888,308,471
1010,[' 성수2가1동'],542,888,308,471
1011,[' 성수2가1동'],457,765,162,349
1012,[' 성수2가1동'],457,765,162,349
1013,[' 성수2가1동'],683,608,269,403
1014,[' 성수2가1동'],683,608,269,403
1015,[' 성수2가1동'],892,529,351,316
1016,[' 성수2가1동'],892,529,351,316
1017,[' 성수2가1동'],340,857,97,632
1018,['성수2가1동'],340,857,97,632
1019,[' 성수2가1동'],377,770,169,432
1020,[' 성수2가1동'],377,770,169,432
1021,[' 성수2가1동'],86,297,38,162
1022,[' 성수2가1동'],86,297,38,162
1023,[' 성수2가1동'],221,182,121,113
1024,[' 성수2가1동'],221,182,121,113
1025,[' 성수2가3동'],1980,2437,1091,1702
1026,[' 화양동'],1980,2437,1091,1702
1027,[' 군자동'],1980,2437,1091,1702
1028,[' 송정동'],305,250,284,181
1029,[' 성수2가3동'],366,343,266,236
1030,[' 성수2가3동'],459,378,317,246
1031,[' 성수2가3동'],459,378,317,246
1032,[' 송정동'],248,192,154,118
1033,[' 성수2가3동'],223,465,123,445
1034,[' 송정동'],595,213,205,154
1035,[' 송정동'],800,1537,330,1061
1036,[' 군자동'],800,1537,330,1061
1037,[' 송정동'],560,1227,308,859
1038,[' 군자동'],560,1227,308,859
1039,[' 송정동'],166,449,96,286
1040,[' 군자동'],166,449,96,286
1041,[' 용답동'],1231,1070,699,712
1042,[' 답십리1동'],1231,1070,699,712
1043,[' 용답동'],1425,608,1115,399
1044,[' 용답동'],44,71,10,69
1045,[' 성수1가1동'],804,809,343,388
1046,[' 성수1가1동'],804,809,343,388
1047,[' 성수1가1동'],804,809,343,388
1048,[' 성수1가1동'],804,809,343,388
1049,[' 사근동'],191,645,95,401
1050,[' 사근동'],191,645,95,401
1051,[' 사근동'],75,511,56,326
1052,[' 사근동'],75,511,56,326
1053,[' 사근동'],25,301,14,180
1054,[' 사근동'],25,301,14,180
1055,[' 사근동'],377,208,218,123
1056,[' 사근동'],377,208,218,123
1057,[' 사근동'],7,193,2,127
1058,[' 성수1가1동'],946,362,390,142
1059,[' 성수1가1동'],666,134,399,75
1060,[' 성수1가1동'],658,303,394,125
1061,[' 성수2가3동'],391,392,227,204
1062,[' 성수2가3동'],1031,455,387,235
1063,[' 성수2가3동'],104,69,26,49
1064,[' 성수1가1동'],104,69,26,49
1065,[' 성수1가1동'],372,182,190,90
1066,[' 성수1가1동'],372,182,190,90
1067,[' 성수2가3동'],372,182,190,90
1068,[' 성수1가1동'],213,308,105,115
1069,[' 성수1가1동'],213,308,105,115
1070,[' 사근동'],44,47,34,30
1071,[' 사근동'],44,47,34,30
1072,[' 왕십리도선동'],69,61,31,66
1073,[' 성수2가3동'],2408,211,1503,143
1074,[' 성수1가1동'],352,309,200,157
1075,[' 성수1가1동'],352,309,200,157
1076,[' 성수2가3동'],1278,1098,942,800
1077,[' 성수2가3동'],1278,1098,942,800
1078,[' 화양동'],1278,1098,942,800
1079,[' 사근동'],208,858,75,490
1080,[' 사근동'],208,858,75,490
1081,[' 성수1가1동'],23,27,8,13
1082,[' 성수1가1동'],23,27,8,13
1083,[' 옥수동'],31,192,31,130
1084,[' 행당1동'],514,602,294,376
1085,[' 왕십리도선동'],28,60,2,26
1086,[' 왕십리2동'],231,1245,133,824
1087,[' 노량진1동'],231,1245,133,824
1088,[' 가락2동'],231,1245,133,824
1089,[' 왕십리2동'],221,868,159,552
1090,"['106동', ' 돈암1동']",221,868,159,552
1091,[' 행당2동'],465,2366,235,1071
1092,[' 제기동'],465,2366,235,1071
1093,[' 수유3동'],465,2366,235,1071
1094,[' 수유3동'],465,2366,235,1071
1095,[' 삼각산동'],465,2366,235,1071
1096,"['101동', ' 방학동']",465,2366,235,1071
1097,[' 가양1동'],465,2366,235,1071
1098,[' 가양1동'],465,2366,235,1071
1099,['양평1동'],465,2366,235,1071
1100,[' 신대방2동'],465,2366,235,1071
1101,[' 은천동'],465,2366,235,1071
1102,"[' 상도4동', ' 성현동']",465,2366,235,1071
1103,[' 행당2동'],976,1945,439,1304
1104,[' 염창동'],976,1945,439,1304
1105,[' 문래동'],976,1945,439,1304
1106,[' 상도2동'],976,1945,439,1304
1107,[' 상도2동'],976,1945,439,1304
1108,[' 행당2동'],1244,588,763,304
1109,[' 행당2동'],1244,588,763,304
1110,[' 옥수동'],78,45,27,15
1111,[' 성수2가1동'],26,40,2,25
1112,[' 성수2가1동'],42,134,13,81
1113,[' 성수2가1동'],42,134,13,81
1114,[' 왕십리2동'],202,1677,112,1087
1115,[' 왕십리2동'],202,1677,112,1087
1116,[' 왕십리2동'],202,1677,112,1087
1117,[' 성수2가3동'],528,990,178,745
1118,[' 황학동'],376,510,137,254
1119,[' 행당1동'],2497,962,1160,354
1120,[' 행당1동'],2497,962,1160,354
1121,[' 행당1동'],4415,493,2705,213
1122,[' 사근동'],56,14,38,7
1123,[' 사근동'],7,7,10,4
1124,[' 송정동'],48,549,14,328
1125,[' 옥수동'],15,745,0,426
1126,[' 금호4가동'],42,242,0,22
1127,[' 금호2·3가동'],1036,28,21,1
1128,['금호2·3가동'],1036,28,21,1
1129,[' 옥수동'],3025,255,1423,69
1130,[' 송정동'],18,10,2,12
1131,[' 금호4가동'],33,1,7,2
1132,[' 금호1가동'],134,61,59,24
1133,[' 금호1가동'],134,61,59,24
1134,['행당1동'],4909,881,2201,265
1135,[' 금호4가동'],51,417,43,246
1136,[' 송정동'],13,2,3,0
1137,[' 금호4가동'],0,0,0,0
1138,[' 금호2·3가동'],0,21,0,11
1139,[' 금호2·3가동'],0,21,0,11
1140,[' 금호1가동'],10,55,5,21
1141,[' 금호4가동'],78,273,41,164
1142,[' 송정동'],66,5,20,2
1143,[' 옥수동'],44,97,25,87
1144,[' 옥수동'],44,97,25,87
1145,[' 금호2·3가동'],108,228,58,105
1146,[' 금호2·3가동'],108,228,58,105
1147,[' 금호2·3가동'],0,7,0,3
1148,[' 금호2·3가동'],0,7,0,3
1149,[' 행당2동'],358,114,102,111
1150,[' 행당2동'],231,90,201,49
1151,[' 행당2동'],231,90,201,49
1152,[' 성수2가3동'],44,0,10,0
1153,[' 옥수동'],5,1,0,0
1154,[' 금호2·3가동'],1,0,0,0
1155,[' 행당2동'],22,41,15,7
1156,[' 행당2동'],10,145,3,80
1157,[' 행당2동'],10,145,3,80
1158,[' 성수2가3동'],75,70,15,21
1159,[' 성수2가3동'],75,70,15,21
1160,[' 금호4가동'],130,249,31,156
1161,[' 행당2동'],9,174,6,160
1162,[' 행당2동'],9,174,6,160
1163,[' 금호1가동'],76,98,11,26
1164,"['103동', ' 홍은동']",76,98,11,26
1165,[' 성수2가3동'],23,199,4,44
1166,[' 옥수동'],12,104,9,45
1167,[' 옥수동'],12,104,9,45
1168,[' 행당2동'],115,275,36,108
1169,[' 행당2동'],115,275,36,108
1170,[' 응봉동'],5,232,0,203
1171,[' 금호1가동'],39,223,17,142
1172,[' 금호1가동'],39,223,17,142
1173,[' 옥수동'],35,164,13,72
1174,[' 옥수동'],35,164,13,72
1175,[' 응봉동'],21,143,5,85
1176,[' 응봉동'],21,143,5,85
1177,[' 금호2·3가동'],0,4,1,0
1178,[' 금호2·3가동'],0,4,1,0
1179,[' 금호2·3가동'],54,97,14,37
1180,[' 행당2동'],817,211,328,123
1181,[' 행당2동'],817,211,328,123
1182,[' 응봉동'],5,466,3,308
1183,[' 금호1가동'],153,969,101,571
1184,[' 행당2동'],153,969,101,571
1185,[' 응봉동'],50,257,19,199
1186,[' 응봉동'],50,257,19,199
1187,[' 응봉동'],25,478,2,385
1188,[' 행당2동'],166,1676,84,905
1189,[' 행당2동'],166,1676,84,905
1190,[' 응봉동'],220,396,102,218
1191,[' 응봉동'],220,396,102,218
1192,[' 금호4가동'],23,130,9,48
1193,[' 금호2·3가동'],23,130,9,48
1194,[' 금호2·3가동'],140,4,0,0
1195,[' 금호2·3가동'],9,267,3,144
1196,[' 금호2·3가동'],9,267,3,144
1197,[' 응봉동'],41,476,9,288
1198,[' 응봉동'],41,476,9,288
1199,[' 금호4가동'],0,73,0,9
1200,[' 금호2·3가동'],84,129,27,78
1201,[' 금호1가동'],24,170,2,30
1202,[' 금호1가동'],24,170,2,30
1203,[' 옥수동'],195,923,95,593
1204,[' 행당2동'],0,33,0,11
1205,[' 행당2동'],0,33,0,11
1206,[' 왕십리도선동'],56,179,9,70
1207,[' 행당2동'],2,60,0,45
1208,[' 옥수동'],6,170,3,90
1209,[' 옥수동'],6,170,3,90
